transaction_id,product_id,product_name,category,brand,price,rack_id,aisle_id
T00567,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00567,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00567,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00567,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00568,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00569,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00570,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00570,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00571,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00571,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00571,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00571,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00571,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00572,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00572,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00572,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00572,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00573,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00574,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00574,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00574,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00574,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00574,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00575,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00576,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00576,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00577,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00577,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00577,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00577,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00577,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00578,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00578,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00578,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00578,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00578,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00579,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00579,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00579,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00579,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00579,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00580,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00580,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00580,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00580,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00581,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00582,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00582,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00583,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00583,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00584,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00584,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00584,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00584,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00585,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00585,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00585,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00585,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00586,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00586,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00586,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00586,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00587,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00587,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00587,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00588,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00588,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00588,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00588,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00589,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00589,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00590,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00591,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00591,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00592,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00592,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00593,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00594,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00595,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00596,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00597,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00597,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00598,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00598,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00598,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00599,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00599,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00599,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00599,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00599,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00600,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00600,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00600,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00601,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00602,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00602,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00603,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00604,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00604,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00604,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00604,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00604,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00605,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00605,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00605,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00605,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00606,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00606,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00606,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00606,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00607,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00607,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00607,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00607,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00608,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00608,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00609,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00610,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00610,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00610,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00611,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00611,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00611,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00612,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00613,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00614,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00614,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00615,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00615,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00616,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00616,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00616,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00617,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00617,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00617,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00617,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00617,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00618,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00618,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00618,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00619,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00619,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00619,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00619,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00620,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00620,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00620,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00620,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00620,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00621,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00621,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00621,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00621,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00622,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00622,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00622,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00622,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00623,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00623,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00623,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00624,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00625,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00626,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00627,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00627,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00628,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00629,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00630,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00630,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00630,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00630,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00631,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00631,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00631,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00632,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00633,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00633,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00633,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00633,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00634,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00635,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00635,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00635,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00635,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00636,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00636,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00636,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00636,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00636,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00637,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00637,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00637,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00637,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00637,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00638,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00638,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00639,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00639,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00640,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00640,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00640,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00641,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00641,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00641,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00641,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00642,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00642,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00643,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00643,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00643,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00644,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00645,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00646,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00647,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00648,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00648,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00648,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00648,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00649,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00649,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00650,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00650,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00650,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00650,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00650,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00651,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00651,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00651,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00651,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00652,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00652,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00653,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00653,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00653,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00653,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00654,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00655,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00655,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00656,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00657,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00657,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00658,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00658,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00658,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00658,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00658,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00659,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00659,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00659,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00660,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00660,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00660,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00660,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00660,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00661,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00661,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00662,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00662,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00662,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00662,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00662,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00663,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00664,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00664,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00664,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00665,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00666,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00666,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00666,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00667,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00667,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00667,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00668,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00668,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00669,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00669,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00669,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00670,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00670,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00670,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00670,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00670,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00671,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00671,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00672,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00672,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00672,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00673,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00674,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00674,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00675,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00676,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00676,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00677,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00677,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00677,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00677,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00677,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00678,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00678,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00678,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00678,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
T00678,P008,Anker PowerCore 10K Powerbank,Powerbank,Anker,3000,R5,A3
T00679,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00680,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00680,P007,Mi Fast Charger 20W,Charger,Mi,800,R4,A3
T00680,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00680,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00681,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00681,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00681,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00681,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00682,P002,Xiaomi Redmi Note 11 Smartphone,Smartphone,Xiaomi,18000,R1,A1
T00683,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00684,P006,JBL C200 Bass Earphones,Earphones,JBL,1500,R4,A3
T00684,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00684,P005,Lenovo Tab M10 Tablet,Tablet,Lenovo,22000,R3,A1
T00684,P010,Boat Stone 200 Bluetooth Speaker,Speaker,Boat,2500,R7,A4
T00685,P003,Dell Inspiron 3501 Laptop,Laptop,Dell,65000,R2,A2
T00686,P009,Amazfit Bip U Pro Smartwatch,Smartwatch,Amazfit,9000,R6,A4
T00686,P001,Samsung Galaxy A52 Smartphone,Smartphone,Samsung,25000,R1,A1
T00686,P004,HP Pavilion 15 Laptop,Laptop,HP,60000,R2,A2
