product,recommended_with,antecedents_list,consequents_list,num_antecedents,num_consequents,confidence,lift,support,leverage,conviction
"Anker PowerCore 10K Powerbank, Dell Inspiron 3501 Laptop",Xiaomi Redmi Note 11 Smartphone,"['Anker PowerCore 10K Powerbank', 'Dell Inspiron 3501 Laptop']",['Xiaomi Redmi Note 11 Smartphone'],2,1,0.29094412331406555,0.9623289635525872,0.025166666666666667,-0.0009851666666666654,0.9839374999999999
Xiaomi Redmi Note 11 Smartphone,"Anker PowerCore 10K Powerbank, Dell Inspiron 3501 Laptop",['Xiaomi Redmi Note 11 Smartphone'],"['Anker PowerCore 10K Powerbank', 'Dell Inspiron 3501 Laptop']",1,2,0.08324145534729878,0.9623289635525871,0.025166666666666667,-0.0009851666666666654,0.9964455802766085
Dell Inspiron 3501 Laptop,"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",['Dell Inspiron 3501 Laptop'],"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08603988603988605,0.974036445734559,0.025166666666666667,-0.0006708333333333323,0.9974906483790524
Anker PowerCore 10K Powerbank,"Dell Inspiron 3501 Laptop, Xiaomi Redmi Note 11 Smartphone",['Anker PowerCore 10K Powerbank'],"['Dell Inspiron 3501 Laptop', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08361018826135105,0.9759944155021524,0.025166666666666667,-0.000618999999999998,0.9977558912386707
"HP Pavilion 15 Laptop, JBL C200 Bass Earphones",Anker PowerCore 10K Powerbank,"['HP Pavilion 15 Laptop', 'JBL C200 Bass Earphones']",['Anker PowerCore 10K Powerbank'],2,1,0.28721541155866903,0.9542040251118573,0.027333333333333334,-0.0013118333333333315,0.9806609336609338
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",JBL C200 Bass Earphones,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['JBL C200 Bass Earphones'],2,1,0.32220039292730845,1.0535162711519621,0.027333333333333334,0.001388472222222225,1.024147342995169
"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",HP Pavilion 15 Laptop,"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",['HP Pavilion 15 Laptop'],2,1,0.2847222222222222,0.9646150950498775,0.027333333333333334,-0.001002666666666669,0.9853980582524271
HP Pavilion 15 Laptop,"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",['HP Pavilion 15 Laptop'],"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",1,2,0.09260304912478826,0.9646150950498776,0.027333333333333334,-0.001002666666666669,0.9962563783447418
JBL C200 Bass Earphones,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['JBL C200 Bass Earphones'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.0893732970027248,1.0535162711519623,0.027333333333333334,0.001388472222222225,1.0049855376022343
Anker PowerCore 10K Powerbank,"HP Pavilion 15 Laptop, JBL C200 Bass Earphones",['Anker PowerCore 10K Powerbank'],"['HP Pavilion 15 Laptop', 'JBL C200 Bass Earphones']",1,2,0.09080841638981174,0.9542040251118572,0.027333333333333334,-0.0013118333333333315,0.995206455542022
"HP Pavilion 15 Laptop, Lenovo Tab M10 Tablet",Anker PowerCore 10K Powerbank,"['HP Pavilion 15 Laptop', 'Lenovo Tab M10 Tablet']",['Anker PowerCore 10K Powerbank'],2,1,0.2831325301204819,0.9406396349517672,0.0235,-0.0014830000000000017,0.9750756302521009
"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",HP Pavilion 15 Laptop,"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",['HP Pavilion 15 Laptop'],2,1,0.2706333973128599,0.9168833336404062,0.0235,-0.0021303055555555554,0.9663635964912279
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",Lenovo Tab M10 Tablet,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['Lenovo Tab M10 Tablet'],2,1,0.2770137524557957,0.9465162384594384,0.0235,-0.0013278888888888889,0.9783496376811593
Lenovo Tab M10 Tablet,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['Lenovo Tab M10 Tablet'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.08029612756264236,0.9465162384594384,0.0235,-0.0013278888888888889,0.9950666666666667
HP Pavilion 15 Laptop,"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",['HP Pavilion 15 Laptop'],"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",1,2,0.07961603613777526,0.9168833336404061,0.0235,-0.0021303055555555554,0.9921583844580777
Anker PowerCore 10K Powerbank,"HP Pavilion 15 Laptop, Lenovo Tab M10 Tablet",['Anker PowerCore 10K Powerbank'],"['HP Pavilion 15 Laptop', 'Lenovo Tab M10 Tablet']",1,2,0.07807308970099668,0.9406396349517672,0.0235,-0.0014830000000000017,0.9946558558558559
"HP Pavilion 15 Laptop, Mi Fast Charger 20W",Anker PowerCore 10K Powerbank,"['HP Pavilion 15 Laptop', 'Mi Fast Charger 20W']",['Anker PowerCore 10K Powerbank'],2,1,0.2375,0.7890365448504983,0.022166666666666668,-0.005926666666666667,0.91672131147541
"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",HP Pavilion 15 Laptop,"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",['HP Pavilion 15 Laptop'],2,1,0.2697768762677485,0.9139815119178378,0.022166666666666668,-0.002086194444444446,0.9652300925925926
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",Mi Fast Charger 20W,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['Mi Fast Charger 20W'],2,1,0.2612966601178782,0.8618911273816765,0.022166666666666668,-0.003551972222222217,0.9433195921985817
Mi Fast Charger 20W,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['Mi Fast Charger 20W'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.07311709730621221,0.8618911273816764,0.022166666666666668,-0.003551972222222217,0.9873595294582839
HP Pavilion 15 Laptop,"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",['HP Pavilion 15 Laptop'],"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",1,2,0.07509881422924901,0.9139815119178378,0.022166666666666668,-0.002086194444444446,0.9923582621082621
Anker PowerCore 10K Powerbank,"HP Pavilion 15 Laptop, Mi Fast Charger 20W",['Anker PowerCore 10K Powerbank'],"['HP Pavilion 15 Laptop', 'Mi Fast Charger 20W']",1,2,0.07364341085271318,0.7890365448504983,0.022166666666666668,-0.005926666666666667,0.978744769874477
"HP Pavilion 15 Laptop, Samsung Galaxy A52 Smartphone",Anker PowerCore 10K Powerbank,"['HP Pavilion 15 Laptop', 'Samsung Galaxy A52 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.26095617529880477,0.8669640375375575,0.021833333333333333,-0.0033503333333333336,0.9458167115902966
"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",HP Pavilion 15 Laptop,"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",['HP Pavilion 15 Laptop'],2,1,0.26305220883534136,0.891198900627921,0.021833333333333333,-0.0026655000000000047,0.9564223433242506
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",Samsung Galaxy A52 Smartphone,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['Samsung Galaxy A52 Smartphone'],2,1,0.25736738703339884,0.8734187342762404,0.021833333333333333,-0.0031642222222222245,0.9497742504409171
Samsung Galaxy A52 Smartphone,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['Samsung Galaxy A52 Smartphone'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.07409502262443439,0.8734187342762404,0.021833333333333333,-0.0031642222222222245,0.9884023620443901
HP Pavilion 15 Laptop,"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",['HP Pavilion 15 Laptop'],"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",1,2,0.07396950875211744,0.891198900627921,0.021833333333333333,-0.0026655000000000047,0.9902481707317075
Anker PowerCore 10K Powerbank,"HP Pavilion 15 Laptop, Samsung Galaxy A52 Smartphone",['Anker PowerCore 10K Powerbank'],"['HP Pavilion 15 Laptop', 'Samsung Galaxy A52 Smartphone']",1,2,0.07253599114064231,0.8669640375375575,0.021833333333333333,-0.0033503333333333336,0.9879988059701493
"HP Pavilion 15 Laptop, Xiaomi Redmi Note 11 Smartphone",Anker PowerCore 10K Powerbank,"['HP Pavilion 15 Laptop', 'Xiaomi Redmi Note 11 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.27058823529411763,0.8989642368575337,0.023,-0.0025850000000000005,0.9583064516129032
"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",HP Pavilion 15 Laptop,"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",['HP Pavilion 15 Laptop'],2,1,0.26037735849056604,0.8821367311933349,0.023,-0.003073055555555558,0.9529634353741495
"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",Xiaomi Redmi Note 11 Smartphone,"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",['Xiaomi Redmi Note 11 Smartphone'],2,1,0.27111984282907664,0.8967580247929767,0.023,-0.002647944444444446,0.9571761006289309
Xiaomi Redmi Note 11 Smartphone,"Anker PowerCore 10K Powerbank, HP Pavilion 15 Laptop",['Xiaomi Redmi Note 11 Smartphone'],"['Anker PowerCore 10K Powerbank', 'HP Pavilion 15 Laptop']",1,2,0.07607497243660419,0.8967580247929767,0.023,-0.002647944444444446,0.9905204852824185
HP Pavilion 15 Laptop,"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",['HP Pavilion 15 Laptop'],"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.07792207792207792,0.8821367311933349,0.023,-0.003073055555555558,0.9887089201877934
Anker PowerCore 10K Powerbank,"HP Pavilion 15 Laptop, Xiaomi Redmi Note 11 Smartphone",['Anker PowerCore 10K Powerbank'],"['HP Pavilion 15 Laptop', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.07641196013289037,0.8989642368575337,0.023,-0.0025850000000000005,0.9907014388489208
"JBL C200 Bass Earphones, Lenovo Tab M10 Tablet",Anker PowerCore 10K Powerbank,"['JBL C200 Bass Earphones', 'Lenovo Tab M10 Tablet']",['Anker PowerCore 10K Powerbank'],2,1,0.30935251798561153,1.0277492291880783,0.028666666666666667,0.0007740000000000039,1.0120937500000002
"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",JBL C200 Bass Earphones,"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",['JBL C200 Bass Earphones'],2,1,0.33013435700575816,1.0794583880297268,0.028666666666666667,0.002110138888888887,1.036277459407832
"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",Lenovo Tab M10 Tablet,"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",['Lenovo Tab M10 Tablet'],2,1,0.2986111111111111,1.0203113135914956,0.028666666666666667,0.0005706666666666638,1.0084752475247527
Lenovo Tab M10 Tablet,"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",['Lenovo Tab M10 Tablet'],"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",1,2,0.0979498861047836,1.0203113135914958,0.028666666666666667,0.0005706666666666638,1.0021616161616163
JBL C200 Bass Earphones,"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",['JBL C200 Bass Earphones'],"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",1,2,0.09373297002724795,1.0794583880297268,0.028666666666666667,0.002110138888888887,1.007613249148126
Anker PowerCore 10K Powerbank,"JBL C200 Bass Earphones, Lenovo Tab M10 Tablet",['Anker PowerCore 10K Powerbank'],"['JBL C200 Bass Earphones', 'Lenovo Tab M10 Tablet']",1,2,0.09523809523809525,1.0277492291880783,0.028666666666666667,0.0007740000000000039,1.002842105263158
"JBL C200 Bass Earphones, Mi Fast Charger 20W",Anker PowerCore 10K Powerbank,"['JBL C200 Bass Earphones', 'Mi Fast Charger 20W']",['Anker PowerCore 10K Powerbank'],2,1,0.2939068100358423,0.9764345848366854,0.027333333333333334,-0.000659666666666666,0.9899543147208123
"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",JBL C200 Bass Earphones,"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",['JBL C200 Bass Earphones'],2,1,0.332657200811359,1.0877074685929995,0.027333333333333334,0.002204027777777777,1.0401950354609928
"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",Mi Fast Charger 20W,"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",['Mi Fast Charger 20W'],2,1,0.2847222222222222,0.9391607110133774,0.027333333333333334,-0.0017706666666666634,0.9742135922330099
Mi Fast Charger 20W,"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",['Mi Fast Charger 20W'],"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",1,2,0.09015942825728424,0.9391607110133774,0.027333333333333334,-0.0017706666666666634,0.993580664652568
JBL C200 Bass Earphones,"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",['JBL C200 Bass Earphones'],"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",1,2,0.0893732970027248,1.0877074685929995,0.027333333333333334,0.002204027777777777,1.0079139237981247
Anker PowerCore 10K Powerbank,"JBL C200 Bass Earphones, Mi Fast Charger 20W",['Anker PowerCore 10K Powerbank'],"['JBL C200 Bass Earphones', 'Mi Fast Charger 20W']",1,2,0.09080841638981174,0.9764345848366854,0.027333333333333334,-0.000659666666666666,0.9975895249695493
"JBL C200 Bass Earphones, Samsung Galaxy A52 Smartphone",Anker PowerCore 10K Powerbank,"['JBL C200 Bass Earphones', 'Samsung Galaxy A52 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.27052238805970147,0.8987454752814003,0.024166666666666666,-0.002722666666666665,0.9582199488491049
"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",JBL C200 Bass Earphones,"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",['JBL C200 Bass Earphones'],2,1,0.2911646586345381,0.9520370309576177,0.024166666666666666,-0.0012175000000000033,0.9793059490084984
"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",Samsung Galaxy A52 Smartphone,"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",['Samsung Galaxy A52 Smartphone'],2,1,0.2517361111111111,0.8543080693815988,0.024166666666666666,-0.004121333333333338,0.9426264501160094
Samsung Galaxy A52 Smartphone,"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",['Samsung Galaxy A52 Smartphone'],"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",1,2,0.08201357466063347,0.8543080693815986,0.024166666666666666,-0.004121333333333338,0.9847640172520025
JBL C200 Bass Earphones,"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",['JBL C200 Bass Earphones'],"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",1,2,0.07901907356948229,0.9520370309576179,0.024166666666666666,-0.0012175000000000033,0.9956775147928993
Anker PowerCore 10K Powerbank,"JBL C200 Bass Earphones, Samsung Galaxy A52 Smartphone",['Anker PowerCore 10K Powerbank'],"['JBL C200 Bass Earphones', 'Samsung Galaxy A52 Smartphone']",1,2,0.08028792912513844,0.8987454752814004,0.024166666666666666,-0.002722666666666665,0.9901649608669475
"JBL C200 Bass Earphones, Xiaomi Redmi Note 11 Smartphone",Anker PowerCore 10K Powerbank,"['JBL C200 Bass Earphones', 'Xiaomi Redmi Note 11 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.2796296296296296,0.9290020917927895,0.025166666666666667,-0.0019233333333333325,0.9703341902313626
"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",JBL C200 Bass Earphones,"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",['JBL C200 Bass Earphones'],2,1,0.2849056603773585,0.9315716415608452,0.025166666666666667,-0.0018486111111111134,0.9707343887423043
"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",Xiaomi Redmi Note 11 Smartphone,"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",['Xiaomi Redmi Note 11 Smartphone'],2,1,0.2621527777777778,0.867098493201029,0.025166666666666667,-0.003857333333333334,0.9455435294117647
Xiaomi Redmi Note 11 Smartphone,"Anker PowerCore 10K Powerbank, JBL C200 Bass Earphones",['Xiaomi Redmi Note 11 Smartphone'],"['Anker PowerCore 10K Powerbank', 'JBL C200 Bass Earphones']",1,2,0.08324145534729878,0.8670984932010289,0.025166666666666667,-0.003857333333333334,0.9860829825616356
JBL C200 Bass Earphones,"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",['JBL C200 Bass Earphones'],"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08228882833787465,0.9315716415608452,0.025166666666666667,-0.0018486111111111134,0.9934134996041172
Anker PowerCore 10K Powerbank,"JBL C200 Bass Earphones, Xiaomi Redmi Note 11 Smartphone",['Anker PowerCore 10K Powerbank'],"['JBL C200 Bass Earphones', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08361018826135105,0.9290020917927895,0.025166666666666667,-0.0019233333333333325,0.9930271903323263
"Lenovo Tab M10 Tablet, Mi Fast Charger 20W",Anker PowerCore 10K Powerbank,"['Lenovo Tab M10 Tablet', 'Mi Fast Charger 20W']",['Anker PowerCore 10K Powerbank'],2,1,0.25048923679060664,0.8321901554505204,0.021333333333333333,-0.004301833333333335,0.9326083550913838
"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",Mi Fast Charger 20W,"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",['Mi Fast Charger 20W'],2,1,0.2456813819577735,0.8103838877111826,0.021333333333333333,-0.004991638888888886,0.9237917726887193
"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",Lenovo Tab M10 Tablet,"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",['Lenovo Tab M10 Tablet'],2,1,0.25963488843813387,0.8871351541166305,0.021333333333333333,-0.0027141111111111116,0.9553844748858448
Lenovo Tab M10 Tablet,"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",['Lenovo Tab M10 Tablet'],"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",1,2,0.07289293849658314,0.8871351541166305,0.021333333333333333,-0.0027141111111111116,0.9899971334971335
Mi Fast Charger 20W,"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",['Mi Fast Charger 20W'],"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",1,2,0.07036833424958769,0.8103838877111826,0.021333333333333333,-0.004991638888888886,0.9822886851961364
Anker PowerCore 10K Powerbank,"Lenovo Tab M10 Tablet, Mi Fast Charger 20W",['Anker PowerCore 10K Powerbank'],"['Lenovo Tab M10 Tablet', 'Mi Fast Charger 20W']",1,2,0.07087486157253599,0.8321901554505204,0.021333333333333333,-0.004301833333333335,0.9846179976162098
"Lenovo Tab M10 Tablet, Samsung Galaxy A52 Smartphone",Anker PowerCore 10K Powerbank,"['Lenovo Tab M10 Tablet', 'Samsung Galaxy A52 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.28094302554027506,0.9333655333563956,0.023833333333333335,-0.0017014999999999982,0.9721065573770493
"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",Samsung Galaxy A52 Smartphone,"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",['Samsung Galaxy A52 Smartphone'],2,1,0.2744721689059501,0.9314666365586541,0.023833333333333335,-0.0017535555555555568,0.9721657848324516
"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",Lenovo Tab M10 Tablet,"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",['Lenovo Tab M10 Tablet'],2,1,0.28714859437751006,0.9811455388753191,0.023833333333333335,-0.0004580000000000001,0.9922591549295775
Lenovo Tab M10 Tablet,"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",['Lenovo Tab M10 Tablet'],"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",1,2,0.08143507972665148,0.981145538875319,0.023833333333333335,-0.0004580000000000001,0.9982963422194668
Samsung Galaxy A52 Smartphone,"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",['Samsung Galaxy A52 Smartphone'],"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",1,2,0.08088235294117647,0.9314666365586542,0.023833333333333335,-0.0017535555555555568,0.9935253333333334
Anker PowerCore 10K Powerbank,"Lenovo Tab M10 Tablet, Samsung Galaxy A52 Smartphone",['Anker PowerCore 10K Powerbank'],"['Lenovo Tab M10 Tablet', 'Samsung Galaxy A52 Smartphone']",1,2,0.07918050941306756,0.9333655333563957,0.023833333333333335,-0.0017014999999999982,0.993861094407697
"Lenovo Tab M10 Tablet, Xiaomi Redmi Note 11 Smartphone",Anker PowerCore 10K Powerbank,"['Lenovo Tab M10 Tablet', 'Xiaomi Redmi Note 11 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.26436781609195403,0.8782983923320732,0.023,-0.003186999999999999,0.9502031250000001
"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",Lenovo Tab M10 Tablet,"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",['Lenovo Tab M10 Tablet'],2,1,0.26037735849056604,0.8896720677354192,0.023,-0.0028522222222222247,0.9563435374149659
"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",Xiaomi Redmi Note 11 Smartphone,"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",['Xiaomi Redmi Note 11 Smartphone'],2,1,0.2648752399232246,0.8761033294042709,0.023,-0.0032526111111111124,0.9490452567449956
Xiaomi Redmi Note 11 Smartphone,"Anker PowerCore 10K Powerbank, Lenovo Tab M10 Tablet",['Xiaomi Redmi Note 11 Smartphone'],"['Anker PowerCore 10K Powerbank', 'Lenovo Tab M10 Tablet']",1,2,0.07607497243660419,0.8761033294042709,0.023,-0.0032526111111111124,0.9883558074781226
Lenovo Tab M10 Tablet,"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",['Lenovo Tab M10 Tablet'],"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.07858769931662869,0.8896720677354192,0.023,-0.0028522222222222247,0.9894231561598681
Anker PowerCore 10K Powerbank,"Lenovo Tab M10 Tablet, Xiaomi Redmi Note 11 Smartphone",['Anker PowerCore 10K Powerbank'],"['Lenovo Tab M10 Tablet', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.07641196013289037,0.8782983923320732,0.023,-0.003186999999999999,0.9885359712230216
"Mi Fast Charger 20W, Samsung Galaxy A52 Smartphone",Anker PowerCore 10K Powerbank,"['Mi Fast Charger 20W', 'Samsung Galaxy A52 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.23345588235294115,0.7756009380496384,0.021166666666666667,-0.006124000000000001,0.911884892086331
"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",Samsung Galaxy A52 Smartphone,"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",['Samsung Galaxy A52 Smartphone'],2,1,0.25760649087221094,0.8742301726432498,0.021166666666666667,-0.003045111111111113,0.95008014571949
"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",Mi Fast Charger 20W,"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",['Mi Fast Charger 20W'],2,1,0.25502008032128515,0.8411877305814794,0.021166666666666667,-0.003996166666666665,0.9353719676549868
Mi Fast Charger 20W,"Anker PowerCore 10K Powerbank, Samsung Galaxy A52 Smartphone",['Mi Fast Charger 20W'],"['Anker PowerCore 10K Powerbank', 'Samsung Galaxy A52 Smartphone']",1,2,0.0698185816382628,0.8411877305814794,0.021166666666666667,-0.003996166666666665,0.9858291962174942
Samsung Galaxy A52 Smartphone,"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",['Samsung Galaxy A52 Smartphone'],"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",1,2,0.07183257918552036,0.8742301726432498,0.021166666666666667,-0.003045111111111113,0.9888661385334145
Anker PowerCore 10K Powerbank,"Mi Fast Charger 20W, Samsung Galaxy A52 Smartphone",['Anker PowerCore 10K Powerbank'],"['Mi Fast Charger 20W', 'Samsung Galaxy A52 Smartphone']",1,2,0.07032115171650055,0.7756009380496384,0.021166666666666667,-0.006124000000000001,0.9781155449672424
"Mi Fast Charger 20W, Xiaomi Redmi Note 11 Smartphone",Anker PowerCore 10K Powerbank,"['Mi Fast Charger 20W', 'Xiaomi Redmi Note 11 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.2648648648648649,0.8799497171590196,0.0245,-0.0033424999999999983,0.9508455882352942
"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",Mi Fast Charger 20W,"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",['Mi Fast Charger 20W'],2,1,0.27735849056603773,0.9148713267708777,0.0245,-0.0022797222222222177,0.9642863359442996
"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",Xiaomi Redmi Note 11 Smartphone,"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",['Xiaomi Redmi Note 11 Smartphone'],2,1,0.2981744421906694,0.9862440204763046,0.0245,-0.0003417222222222224,0.9940741811175337
Xiaomi Redmi Note 11 Smartphone,"Anker PowerCore 10K Powerbank, Mi Fast Charger 20W",['Xiaomi Redmi Note 11 Smartphone'],"['Anker PowerCore 10K Powerbank', 'Mi Fast Charger 20W']",1,2,0.08103638368246968,0.9862440204763044,0.0245,-0.0003417222222222224,0.9987700459908018
Mi Fast Charger 20W,"Anker PowerCore 10K Powerbank, Xiaomi Redmi Note 11 Smartphone",['Mi Fast Charger 20W'],"['Anker PowerCore 10K Powerbank', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08081363386476087,0.9148713267708778,0.0245,-0.0022797222222222177,0.9918191786283892
Anker PowerCore 10K Powerbank,"Mi Fast Charger 20W, Xiaomi Redmi Note 11 Smartphone",['Anker PowerCore 10K Powerbank'],"['Mi Fast Charger 20W', 'Xiaomi Redmi Note 11 Smartphone']",1,2,0.08139534883720931,0.8799497171590196,0.0245,-0.0033424999999999983,0.9879113924050633
"Samsung Galaxy A52 Smartphone, Xiaomi Redmi Note 11 Smartphone",Anker PowerCore 10K Powerbank,"['Samsung Galaxy A52 Smartphone', 'Xiaomi Redmi Note 11 Smartphone']",['Anker PowerCore 10K Powerbank'],2,1,0.2504708097928437,0.8321289361888495,0.022166666666666668,-0.004471833333333331,0.9325854271356784
